user,gender,age,occupation,zip_code,categories,n_interactions,all_categories
4406,M,35,17,90026,1	4	,38.0,1	4
966,F,18,4,48135,18	6	,250.0,18	6
2894,M,18,4,61801,1	6	,85.0,1	6
61,F,25,0,02148,18	2	,733.0,18	2
5827,F,35,9,66204,18	7	,0.0,18	7
2061,M,18,4,97470,1	6	,130.0,1	6
4643,F,18,4,10708,18	6	,34.0,18	6
5797,M,25,1,02115,1	5	,0.0,1	5
1509,M,50,1,55126,1	5	,175.0,1	5
3792,M,25,0,90028,1	2	,54.0,1	2
1979,M,25,0,23451,1	2	,135.0,1	2
1009,F,25,11,06107,18	16	,244.0,18	16
5798,M,35,17,30024,1	4	,0.0,1	4
3306,M,18,4,43202,1	6	,69.0,1	6
5062,F,35,1,02155,18	5	,28.0,18	5
3162,F,25,1,55410,18	5	,74.0,18	5
261,M,25,20,55410,1	21	,479.0,1	21
509,M,25,7,77252,1	0	,359.0,1	0
791,F,35,6,45459,18	9	,283.0,18	9
2884,F,50,0,97403,18	2	,85.0,18	2
3198,M,25,16,01581,1	22	,72.0,1	22
2277,M,25,4,78703,1	6	,116.0,1	6
2492,M,18,12,98105,1	19	,104.0,1	19
879,F,1,1,90802,18	5	,265.0,18	5
4074,F,25,4,87110,18	6	,46.0,18	6
3899,M,45,16,93448,1	22	,50.0,1	22
3862,M,25,2,90004,1	20	,51.0,1	20
3579,F,25,0,19107,18	2	,60.0,18	2
3953,M,35,15,98108,1	17	,49.0,1	17
1713,F,45,20,89134,18	21	,154.0,18	21
4661,M,35,0,30030,1	2	,33.0,1	2
1688,F,25,3,06810,18	15	,157.0,18	15
1404,F,45,3,38028,18	15	,188.0,18	15
4021,F,25,5,10021,18	8	,47.0,18	8
3240,M,25,4,55112,1	6	,71.0,1	6
2190,M,25,17,20910,1	4	,120.0,1	4
3827,F,25,6,91423,18	9	,53.0,18	9
899,M,18,15,91101,1	17	,262.0,1	17
5183,M,25,12,34170,1	19	,26.0,1	19
4660,M,25,20,64112,1	21	,33.0,1	21
5331,M,18,17,02118,1	4	,24.0,1	4
2271,M,35,12,98166,1	19	,116.0,1	19
3617,M,25,0,33142,1	2	,59.0,1	2
3576,M,25,17,92656,1	4	,60.0,1	4
310,M,50,6,22039,1	9	,445.0,1	9
4012,F,25,11,43201,18	16	,47.0,18	16
920,M,25,0,10002,1	2	,259.0,1	2
2912,M,18,4,56520,1	6	,84.0,1	6
1503,M,18,12,98133,1	19	,176.0,1	19
4176,M,25,10,55414,1	11	,43.0,1	11
3217,M,18,5,65211,1	8	,72.0,1	8
4906,M,35,17,48323,1	4	,30.0,1	4
3003,M,25,12,98034,1	19	,80.0,1	19
4644,M,35,0,83704,1	2	,34.0,1	2
231,M,25,0,77025,1	2	,501.0,1	2
3393,M,45,1,37027,1	5	,66.0,1	5
5204,M,18,4,55414,1	6	,26.0,1	6
1040,M,25,2,32118,1	20	,238.0,1	20
5886,F,25,7,22209,18	0	,0.0,18	0
2247,M,25,2,90401,1	20	,117.0,1	20
5488,M,25,12,30337,1	19	,0.0,1	19
645,M,25,7,10025,1	0	,316.0,1	0
3103,M,25,2,32118,1	20	,76.0,1	20
4531,F,25,0,10003,18	2	,36.0,18	2
959,M,18,2,10012,1	20	,252.0,1	20
462,M,25,7,21117,1	0	,375.0,1	0
3770,M,25,7,32835,1	0	,55.0,1	0
3709,F,25,2,90036,18	20	,56.0,18	20
5387,M,35,7,98467,1	0	,23.0,1	0
5885,M,18,4,33720,1	6	,0.0,1	6
2891,M,18,4,55455,1	6	,85.0,1	6
2377,M,25,15,12345,1	17	,110.0,1	17
4601,F,25,4,72801,18	6	,34.0,18	6
4598,M,25,11,11217,1	16	,35.0,1	16
1532,M,35,17,46229,1	4	,172.0,1	4
3769,M,56,13,89128,1	14	,55.0,1	14
739,F,25,4,78728,18	6	,293.0,18	6
3732,M,25,14,81679,1	12	,56.0,1	12
2911,M,25,20,85719,1	21	,84.0,1	21
1476,F,50,16,90272,18	22	,179.0,18	22
5138,F,25,7,85260,18	0	,27.0,18	0
2714,M,18,4,02138,1	6	,94.0,1	6
3710,M,25,0,31605,1	2	,56.0,1	2
1474,M,25,14,49355,1	12	,180.0,1	12
2690,M,18,20,72837,1	21	,95.0,1	21
5338,M,18,4,92602,1	6	,24.0,1	6
3385,F,25,3,92831,18	15	,67.0,18	15
1805,F,25,0,92870,18	2	,148.0,18	2
5628,M,18,4,61801,1	6	,0.0,1	6
4650,F,25,4,73160,18	6	,34.0,18	6
1552,F,25,4,95616,18	6	,170.0,18	6
2988,M,25,7,55112,1	0	,80.0,1	0
3887,M,35,7,07663,1	0	,51.0,1	0
1818,M,25,12,92880,1	19	,147.0,1	19
830,M,25,15,15217,1	17	,276.0,1	17
1071,F,25,15,15213,18	17	,232.0,18	17
5378,M,25,17,77521,1	4	,23.0,1	4
3363,M,25,7,55408,1	0	,67.0,1	0
4100,M,25,1,08854-3115,1	5	,45.0,1	5
47,M,18,15,95616,1	17	,778.0,1	17
5377,M,18,12,55118,1	19	,23.0,1	19
5481,M,35,7,60611,1	0	,0.0,1	0
4433,M,18,4,32607,1	6	,37.0,1	6
1407,M,25,2,77056,1	20	,187.0,1	20
5425,F,35,5,94546,18	8	,23.0,18	8
2617,M,50,0,23518,1	2	,97.0,1	2
3406,M,25,0,08461,1	2	,66.0,1	2
2074,F,50,3,10128,18	15	,128.0,18	15
3050,M,18,12,55408,1	19	,78.0,1	19
2809,M,25,12,55317,1	19	,89.0,1	19
3101,F,18,14,10018,18	12	,76.0,18	12
2956,M,35,16,10014,1	22	,81.0,1	22
5913,M,25,17,95129,1	4	,0.0,1	4
3830,F,25,6,94132,18	9	,53.0,18	9
2123,F,35,5,44313,18	8	,125.0,18	8
5889,F,18,20,02125,18	21	,0.0,18	21
682,M,25,14,07430,1	12	,308.0,1	12
5499,M,25,12,07436,1	19	,0.0,1	19
351,M,25,12,12866,1	19	,418.0,1	19
2586,M,50,7,60510,1	0	,99.0,1	0
2841,F,25,18,21214,18	3	,87.0,18	3
3046,M,18,7,55337,1	0	,78.0,1	0
4867,M,50,1,92122,1	5	,31.0,1	5
5219,M,35,12,32935,1	19	,25.0,1	19
5623,M,56,13,55344,1	14	,0.0,1	14
407,M,25,16,90292,1	22	,396.0,1	22
4819,M,1,17,97062,1	4	,31.0,1	4
750,M,25,12,27707,1	19	,291.0,1	19
1899,M,18,4,02912,1	6	,142.0,1	6
1944,M,25,0,92019,1	2	,138.0,1	2
4865,M,25,15,92648,1	17	,31.0,1	17
1787,M,18,4,80228,1	6	,150.0,1	6
1033,F,18,4,45219,18	6	,239.0,18	6
2678,F,18,14,94110,18	12	,95.0,18	12
2553,M,25,12,94110,1	19	,100.0,1	19
2787,M,18,0,57106,1	2	,90.0,1	2
1839,F,25,1,98144,18	5	,145.0,18	5
339,M,45,7,35216,1	0	,429.0,1	0
2259,F,18,4,24060,18	6	,116.0,18	6
1881,M,35,0,90254,1	2	,143.0,1	2
4177,M,45,16,80304,1	22	,43.0,1	22
1064,F,35,16,80304,18	22	,233.0,18	22
2752,M,18,20,44089,1	21	,92.0,1	21
2868,M,35,7,60610,1	0	,86.0,1	0
620,M,25,14,30342,1	12	,322.0,1	12
2971,M,25,0,21555,1	2	,81.0,1	2
1873,F,45,0,02115,18	2	,144.0,18	2
2832,M,50,16,20015,1	22	,88.0,1	22
5973,F,25,17,11215,18	4	,0.0,18	4
2333,F,25,1,83705,18	5	,113.0,18	5
4649,F,56,7,10019,18	0	,34.0,18	0
5044,F,50,13,55447,18	14	,28.0,18	14
868,M,35,1,54481,1	5	,268.0,1	5
661,F,35,0,92630,18	2	,312.0,18	2
3775,M,56,6,48070,1	9	,54.0,1	9
2021,F,18,4,54302,18	6	,132.0,18	6
3386,M,35,7,54016,1	0	,67.0,1	0
4573,M,25,0,19106,1	2	,35.0,1	2
5949,M,35,7,10583,1	0	,0.0,1	0
3966,M,25,20,10014,1	21	,48.0,1	21
12,F,25,14,93428,18	12	,1032.0,18	12
5622,M,18,0,15237,1	2	,0.0,1	2
2213,M,35,4,10027,1	6	,119.0,1	6
748,F,25,14,60657,18	12	,292.0,18	12
2084,M,25,14,05448,1	12	,128.0,1	12
1931,F,56,1,93105,18	5	,139.0,18	5
2000,M,35,16,92630,1	22	,134.0,1	22
1930,M,25,7,55112,1	0	,139.0,1	0
4130,M,35,12,92821,1	19	,44.0,1	19
1744,M,50,2,60660,1	20	,152.0,1	20
5830,F,1,0,90012,18	2	,0.0,18	2
4658,M,18,4,87801,1	6	,33.0,1	6
5979,M,18,15,87111,1	17	,0.0,1	17
3384,M,35,7,05401,1	0	,67.0,1	0
4947,M,35,7,10069,1	0	,30.0,1	0
3537,F,25,12,07730,18	19	,61.0,18	19
2306,M,18,4,55403,1	6	,114.0,1	6
4264,F,50,0,20004,18	2	,42.0,18	2
1600,M,50,13,94089,1	14	,165.0,1	14
1246,M,25,12,98117,1	19	,205.0,1	19
5498,F,18,4,92647,18	6	,0.0,18	6
4335,M,18,2,08820,1	20	,40.0,1	20
1559,F,35,1,85258,18	5	,169.0,18	5
5104,M,35,15,92649,1	17	,27.0,1	17
3408,F,25,7,94115,18	0	,66.0,18	0
3846,F,25,4,92648,18	6	,52.0,18	6
2716,M,25,4,90069,1	6	,94.0,1	6
3871,M,35,17,15330,1	4	,51.0,1	4
5218,M,50,0,76067,1	2	,25.0,1	2
1761,F,35,4,26505,18	6	,151.0,18	6
5828,F,35,6,95843,18	9	,0.0,18	9
4392,F,25,15,91902,18	17	,38.0,18	17
4062,M,25,15,92111,1	17	,46.0,1	17
3138,M,25,14,94105,1	12	,75.0,1	12
4744,M,45,6,02339,1	9	,32.0,1	9
476,F,18,4,95616,18	6	,370.0,18	6
1181,M,25,4,44514,1	6	,212.0,1	6
360,M,45,20,87505,1	21	,411.0,1	21
3324,M,25,14,55391,1	12	,68.0,1	12
2455,M,50,11,66048,1	16	,106.0,1	16
5931,F,25,1,94536,18	5	,0.0,18	5
685,M,25,15,53704,1	17	,307.0,1	17
1809,F,25,4,95616,18	6	,147.0,18	6
2903,M,25,4,78705,1	6	,84.0,1	6
3580,M,25,12,04106,1	19	,60.0,1	19
3201,F,18,20,45220,18	21	,72.0,18	21
2568,M,18,11,45220,1	16	,100.0,1	16
629,F,35,0,92704,18	2	,319.0,18	2
34,M,35,0,08330,1	2	,830.0,1	2
5829,M,35,7,11201,1	0	,0.0,1	0
1821,M,25,20,02062,1	21	,146.0,1	21
5912,M,35,7,10028,1	0	,0.0,1	0
5826,M,25,20,55391,1	21	,0.0,1	21
1990,M,25,17,94107,1	4	,134.0,1	4
4357,M,35,7,10014,1	0	,39.0,1	0
3813,M,45,15,92880,1	17	,53.0,1	17
507,M,25,7,33486,1	0	,360.0,1	0
1449,M,25,17,79705,1	4	,183.0,1	4
5501,M,45,3,20009,1	15	,0.0,1	15
1321,M,35,16,66208,1	22	,196.0,1	22
4476,M,25,6,48197,1	9	,37.0,1	9
259,M,25,4,44706,1	6	,480.0,1	6
5158,F,35,7,80013,18	0	,26.0,18	0
5417,M,56,13,27514-3540,1	14	,23.0,1	14
5418,M,25,14,94133,1	12	,23.0,1	12
3396,M,45,6,95695,1	9	,66.0,1	9
2857,M,25,14,90292,1	12	,87.0,1	12
5890,F,25,7,27516,18	0	,0.0,18	0
27,F,50,6,79410,18	9	,895.0,18	9
4407,M,45,14,37343,1	12	,38.0,1	12
2926,M,18,4,78749,1	6	,83.0,1	6
3327,M,18,18,92123,1	3	,68.0,1	3
3297,M,18,14,90292,1	12	,69.0,1	12
2683,M,18,4,91325,1	6	,95.0,1	6
4897,M,1,10,20876,1	11	,30.0,1	11
803,F,25,4,19119,18	6	,281.0,18	6
595,M,35,5,19119,1	8	,331.0,1	8
932,F,25,2,85719,18	20	,257.0,18	20
3143,M,25,17,74074,1	4	,74.0,1	4
5415,M,56,17,06405,1	4	,23.0,1	4
1642,F,45,5,92649,18	8	,162.0,18	8
2632,M,56,20,94708,1	21	,97.0,1	21
3978,M,45,14,60045,1	12	,48.0,1	12
5456,M,50,6,90640,1	9	,0.0,1	9
255,F,18,20,15701-1348,18	21	,484.0,18	21
938,M,25,17,20707,1	4	,255.0,1	4
3585,M,45,14,12561,1	12	,60.0,1	12
172,M,25,4,90039,1	6	,564.0,1	6
307,F,18,4,90039,18	6	,447.0,18	6
321,M,35,20,90292,1	21	,437.0,1	21
614,M,25,7,06516,1	0	,323.0,1	0
1573,M,25,12,78731,1	19	,168.0,1	19
4474,M,1,19,92557,1	13	,37.0,1	13
2612,M,25,4,78705,1	6	,98.0,1	6
3404,M,56,13,30047,1	14	,66.0,1	14
2309,F,56,13,92308,18	14	,114.0,18	14
401,M,25,1,56082,1	5	,397.0,1	5
3071,M,35,1,95380,1	5	,77.0,1	5
4359,F,18,4,68516,18	6	,39.0,18	6
2449,M,35,14,11784,1	12	,106.0,1	12
5621,M,35,17,48083,1	4	,0.0,1	4
6023,F,35,14,39180,18	12	,0.0,18	12
4671,M,45,7,64138,1	0	,33.0,1	0
761,M,18,12,91423,1	19	,289.0,1	19
1195,M,56,19,91790-1161,1	13	,211.0,1	13
2284,M,50,18,72601,1	3	,115.0,1	3
5676,F,35,1,47933,18	5	,0.0,18	5
2473,F,25,7,06854,18	0	,105.0,18	0
3425,M,25,7,06854,1	0	,65.0,1	0
1717,M,18,16,29404-2205,1	22	,154.0,1	22
2825,M,35,0,09142,1	2	,88.0,1	2
5286,M,25,0,10023,1	2	,25.0,1	2
394,M,35,17,93436,1	4	,399.0,1	4
3158,M,25,4,97214,1	6	,74.0,1	6
4514,M,45,16,08053,1	22	,36.0,1	22
3337,M,25,17,44118,1	4	,68.0,1	4
2260,M,45,16,48097,1	22	,116.0,1	22
2078,M,25,20,91730,1	21	,128.0,1	21
3949,F,25,5,92705,18	8	,49.0,18	8
4238,F,18,4,79912,18	6	,42.0,18	6
3805,M,35,0,08902,1	2	,53.0,1	2
2104,M,25,7,18655,1	0	,127.0,1	0
1136,M,35,7,54016,1	0	,220.0,1	0
4237,F,35,7,91362,18	0	,42.0,18	0
4053,M,45,16,94546,1	22	,46.0,1	22
2186,F,18,4,92054,18	6	,121.0,18	6
4197,F,18,0,20815,18	2	,43.0,18	2
5081,F,18,5,92870,18	8	,27.0,18	8
3145,M,35,0,30533,1	2	,74.0,1	2
1207,M,35,17,92688,1	4	,210.0,1	4
5411,M,25,7,18615,1	0	,23.0,1	0
4888,M,25,1,400060,1	5	,30.0,1	5
1094,M,35,7,95031,1	0	,229.0,1	0
3401,M,25,18,64055,1	3	,66.0,1	3
1209,F,25,1,91790,18	5	,209.0,18	5
3541,M,25,20,22936,1	21	,61.0,1	21
4101,F,25,0,92646,18	2	,45.0,18	2
1823,M,25,4,91790,1	6	,146.0,1	6
3259,F,25,0,90212,18	2	,70.0,18	2
1222,F,35,9,04046,18	7	,207.0,18	7
2600,M,56,13,17033,1	14	,98.0,1	14
593,M,50,17,23059,1	4	,332.0,1	4
5455,M,35,14,08750,1	12	,0.0,1	12
531,M,50,16,10025,1	22	,348.0,1	22
3124,M,25,14,55435,1	12	,75.0,1	12
4877,M,45,18,14701,1	3	,31.0,1	3
1874,M,18,4,92833,1	6	,143.0,1	6
501,M,25,2,55405,1	20	,362.0,1	20
4973,M,56,13,55118,1	14	,29.0,1	14
5416,M,18,16,94709,1	22	,23.0,1	22
2627,M,35,5,64801,1	8	,97.0,1	8
5383,M,25,4,89193,1	6	,23.0,1	6
5945,M,35,16,10803,1	22	,0.0,1	22
1612,M,25,17,03570,1	4	,164.0,1	4
1347,M,18,4,48135,1	6	,193.0,1	6
4928,M,35,1,20037,1	5	,30.0,1	5
344,M,50,0,20815,1	2	,426.0,1	2
5220,M,25,0,96671,1	2	,25.0,1	2
4010,F,1,10,55305,18	11	,47.0,18	11
4347,M,56,16,03070,1	22	,39.0,1	22
2467,M,35,7,91304,1	0	,105.0,1	0
4975,F,25,9,32212,18	7	,29.0,18	7
2026,M,18,4,55414,1	6	,132.0,1	6
2390,M,18,1,94706,1	5	,109.0,1	5
5673,F,25,1,92646,18	5	,0.0,18	5
510,M,18,0,13603,1	2	,359.0,1	2
1360,F,45,20,02476,18	21	,192.0,18	21
14,M,18,4,48135,1	6	,1010.0,1	6
5033,M,50,6,08108,1	9	,28.0,1	9
1284,M,35,12,60563,1	19	,200.0,1	19
726,M,35,7,90069,1	0	,297.0,1	0
4227,M,25,7,02134,1	0	,42.0,1	0
5624,M,25,12,15217,1	19	,0.0,1	19
5336,M,25,5,55414,1	8	,24.0,1	8
4049,M,18,20,30033,1	21	,46.0,1	21
2090,M,25,4,14623,1	6	,127.0,1	6
1270,M,25,14,08742,1	12	,202.0,1	12
194,M,35,7,76109,1	0	,544.0,1	0
762,M,35,20,30306,1	21	,289.0,1	21
1300,M,35,5,48342,1	8	,198.0,1	8
5380,M,25,8,95380,1	10	,23.0,1	10
4624,M,35,14,92084,1	12	,34.0,1	12
4453,F,25,7,85214,18	0	,37.0,18	0
5997,F,45,5,60050,18	8	,0.0,18	8
2657,M,25,17,14830,1	4	,96.0,1	4
4274,M,25,4,48127,1	6	,41.0,1	6
198,M,35,1,20653,1	5	,541.0,1	5
1309,M,18,4,02139,1	6	,197.0,1	6
786,M,25,18,85213,1	3	,284.0,1	3
2294,F,25,17,92084,18	4	,115.0,18	4
823,M,25,17,75146,1	4	,277.0,1	4
1683,M,35,7,80129,1	0	,158.0,1	0
430,M,25,12,20850,1	19	,386.0,1	19
2955,F,18,2,14616,18	20	,81.0,18	20
1487,F,18,3,22305,18	15	,178.0,18	15
2365,M,45,1,16801,1	5	,111.0,1	5
1196,F,25,7,48105,18	0	,211.0,18	0
5382,M,45,7,94501,1	0	,23.0,1	0
1259,M,25,5,43221,1	8	,203.0,1	8
736,M,25,7,84088,1	0	,294.0,1	0
3356,M,25,6,92111,1	9	,67.0,1	9
435,M,18,20,48135,1	21	,384.0,1	21
2542,M,25,20,90046,1	21	,101.0,1	21
4754,M,25,14,78267,1	12	,32.0,1	12
1656,M,45,1,47933,1	5	,160.0,1	5
5060,F,25,7,94602,18	0	,28.0,18	0
578,F,45,1,15208,18	5	,337.0,18	5
3861,F,45,6,48867,18	9	,52.0,18	9
2721,M,25,12,27410,1	19	,93.0,1	19
3890,M,18,12,55113,1	19	,51.0,1	19
1912,M,18,4,48867,1	6	,141.0,1	6
2480,M,45,1,48867,1	5	,104.0,1	5
1478,M,35,0,98503,1	2	,179.0,1	2
3989,F,25,0,37203,18	2	,48.0,18	2
3446,F,25,0,78735,18	2	,64.0,18	2
2931,M,18,17,76116,1	4	,83.0,1	4
5221,M,56,17,32822,1	4	,25.0,1	4
1351,F,25,14,94109,18	12	,193.0,18	12
1733,M,18,12,20878,1	19	,153.0,1	19
5343,F,35,17,48219,18	4	,24.0,18	4
3079,M,50,14,33401,1	12	,77.0,1	12
2125,F,35,20,92009,18	21	,125.0,18	21
4611,M,25,7,30620,1	0	,34.0,1	0
3100,M,25,12,94131,1	19	,76.0,1	19
5627,F,18,3,60640,18	15	,0.0,18	15
3608,M,25,14,02142,1	12	,59.0,1	12
1529,M,25,5,78251,1	8	,172.0,1	8
3758,F,25,11,94117,18	16	,55.0,18	16
2967,M,25,14,07702,1	12	,81.0,1	12
923,M,35,7,07981,1	0	,258.0,1	0
712,M,18,0,92122,1	2	,300.0,1	2
5821,F,25,0,07701,18	2	,0.0,18	2
3882,M,25,17,54401,1	4	,51.0,1	4
1959,M,25,20,19083,1	21	,137.0,1	21
1711,M,45,0,02131,1	2	,155.0,1	2
5381,M,18,4,76266,1	6	,23.0,1	6
3006,M,1,4,10012,1	6	,80.0,1	6
4543,M,35,0,95409,1	2	,35.0,1	2
317,F,25,4,73160,18	6	,440.0,18	6
4912,M,25,15,80301,1	17	,30.0,1	17
583,F,25,14,78251,18	12	,336.0,18	12
3811,M,25,14,45383,1	12	,53.0,1	12
4693,M,25,14,94306,1	12	,33.0,1	12
3809,M,25,14,55421,1	12	,53.0,1	12
3606,M,25,20,94546,1	21	,59.0,1	21
348,M,45,17,02176,1	4	,419.0,1	4
3302,M,35,17,49887,1	4	,69.0,1	4
93,M,18,4,80302,1	6	,684.0,1	6
4171,M,25,6,33156,1	9	,43.0,1	9
1977,F,35,16,02472,18	22	,135.0,18	22
1324,M,35,11,10538,1	16	,196.0,1	16
369,M,25,14,33133,1	12	,407.0,1	12
627,M,50,0,44126,1	2	,320.0,1	2
2079,F,50,1,10024,18	5	,128.0,18	5
3834,M,25,7,10019,1	0	,52.0,1	0
3030,M,18,4,78626,1	6	,79.0,1	6
4502,M,25,0,59405,1	2	,36.0,1	2
2009,M,18,4,94122,1	6	,133.0,1	6
3531,M,50,17,08043,1	4	,62.0,1	4
138,F,45,7,30260,18	0	,614.0,18	0
1968,M,18,4,28403,1	6	,136.0,1	6
4080,M,25,0,94121,1	2	,45.0,1	2
2804,F,18,0,98225,18	2	,89.0,18	2
844,M,18,4,60611,1	6	,273.0,1	6
6022,M,45,17,80228,1	4	,0.0,1	4
3480,M,18,4,60201,1	6	,63.0,1	6
1119,M,25,0,74136,1	2	,222.0,1	2
82,M,25,16,28542,1	22	,696.0,1	22
3718,M,35,7,77005,1	0	,56.0,1	0
1819,M,25,17,61350,1	4	,146.0,1	4
5035,M,25,1,28607,1	5	,28.0,1	5
5936,M,18,4,94608,1	6	,0.0,1	6
5505,M,35,5,92867,1	8	,0.0,1	8
2866,F,35,2,94109,18	20	,86.0,18	20
2791,M,25,17,28052,1	4	,90.0,1	4
594,M,25,3,77006,1	15	,332.0,1	15
3973,M,35,7,20650,1	0	,48.0,1	0
1412,F,35,7,30309,18	0	,187.0,18	0
4783,F,18,7,80503,18	0	,31.0,18	0
285,M,18,4,59715,1	6	,465.0,1	6
1486,M,18,7,02215,1	0	,178.0,1	0
3082,F,25,15,55455,18	17	,77.0,18	17
3486,M,18,12,80503,1	19	,63.0,1	19
104,M,25,0,02472,1	2	,653.0,1	2
4942,M,18,4,02151,1	6	,30.0,1	6
950,M,18,4,02115,1	6	,253.0,1	6
3676,F,18,4,02142,18	6	,57.0,18	6
1425,M,50,0,88004,1	2	,186.0,1	2
514,M,18,17,02140,1	4	,356.0,1	4
987,M,25,16,01890,1	22	,247.0,1	22
3296,M,18,12,30318,1	19	,69.0,1	19
2801,M,35,3,55042,1	15	,89.0,1	15
2381,M,18,4,42101,1	6	,110.0,1	6
2466,M,18,12,53713,1	19	,105.0,1	19
284,F,18,7,11215,18	0	,465.0,18	0
268,F,25,14,11215,18	12	,473.0,18	12
884,M,25,0,40515,1	2	,264.0,1	2
524,M,25,0,53213,1	2	,353.0,1	2
3725,M,18,0,97469,1	2	,56.0,1	2
4556,M,35,7,53404,1	0	,35.0,1	0
2063,F,25,0,83355,18	2	,129.0,18	2
3153,F,18,4,02142,18	6	,74.0,18	6
178,M,35,2,62263-3004,1	20	,555.0,1	20
4890,M,25,0,53213,1	2	,30.0,1	2
3963,M,35,5,41144,1	8	,49.0,1	8
1482,F,45,1,97361,18	5	,179.0,18	5
5820,M,25,0,77058,1	2	,0.0,1	2
3226,F,25,11,55409,18	16	,71.0,18	16
2563,F,35,14,10028,18	12	,100.0,18	12
3139,M,25,2,55344,1	20	,75.0,1	20
3888,M,35,17,68506,1	4	,51.0,1	4
5166,M,45,18,77630,1	3	,26.0,1	3
1843,M,18,4,57103,1	6	,145.0,1	6
5482,M,1,10,97402,1	11	,0.0,1	11
1846,M,35,0,40504,1	2	,145.0,1	2
13,F,25,4,77006,18	6	,1027.0,18	6
1307,M,18,17,57106,1	4	,197.0,1	4
4722,M,25,3,02494,1	15	,32.0,1	15
5933,M,25,15,14803,1	17	,0.0,1	17
2858,M,25,17,60659,1	4	,87.0,1	4
5150,F,25,4,92507,18	6	,26.0,18	6
5689,M,35,12,92507,1	19	,0.0,1	19
564,M,25,20,41706,1	21	,341.0,1	21
681,M,35,16,94108,1	22	,308.0,1	22
5994,M,45,7,92965,1	0	,0.0,1	0
4651,F,35,7,60137,18	0	,33.0,18	0
607,M,25,5,55447,1	8	,325.0,1	8
2970,F,56,0,98374,18	2	,81.0,18	2
5981,F,35,2,02879,18	20	,0.0,18	20
4181,M,35,16,61600,1	22	,43.0,1	22
5000,M,25,15,15203,1	17	,29.0,1	17
2663,M,56,7,55430,1	0	,96.0,1	0
2422,M,25,17,03038,1	4	,107.0,1	4
521,M,18,5,48185,1	8	,354.0,1	8
782,M,18,17,66044,1	4	,285.0,1	4
3304,M,18,4,11364,1	6	,69.0,1	6
2025,F,25,6,74105,18	9	,132.0,18	9
953,M,35,14,63304,1	12	,252.0,1	12
174,F,25,6,32812,18	9	,559.0,18	9
1269,M,25,2,33133,1	20	,202.0,1	20
2086,M,25,11,02169,1	16	,127.0,1	16
2445,M,25,18,53572,1	3	,106.0,1	3
4954,M,45,0,53818,1	2	,29.0,1	2
3477,M,25,14,54915,1	12	,63.0,1	12
2626,M,25,0,98503,1	2	,97.0,1	2
822,F,18,2,48823,18	20	,278.0,18	20
5969,M,35,12,19050,1	19	,0.0,1	19
3417,M,18,4,10044,1	6	,65.0,1	6
2534,M,35,11,04287,1	16	,102.0,1	16
5200,M,1,10,48867,1	11	,26.0,1	11
1571,F,35,6,33314,18	9	,168.0,18	9
5066,M,25,18,54915,1	3	,28.0,1	3
230,M,50,7,68046,1	0	,501.0,1	0
3418,F,56,0,00231,18	2	,65.0,18	2
1115,M,50,3,96714,1	15	,223.0,1	15
1058,M,18,0,32219,1	2	,234.0,1	2
3366,F,18,3,32219,18	15	,67.0,18	15
5224,M,18,1,57382,1	5	,25.0,1	5
2977,F,35,0,52405,18	2	,81.0,18	2
5187,F,25,9,41075,18	7	,26.0,18	7
4026,M,18,0,76543,1	2	,47.0,1	2
1051,M,35,20,60640,1	21	,235.0,1	21
2410,M,35,20,60640,1	21	,108.0,1	21
4387,M,35,3,93611,1	15	,39.0,1	15
1215,M,25,2,90068,1	20	,209.0,1	20
617,F,45,0,80010,18	2	,323.0,18	2
335,F,18,15,02115,18	17	,432.0,18	17
1585,M,35,6,96158,1	9	,166.0,1	9
530,F,56,2,99701,18	20	,348.0,18	20
4109,F,25,9,53719,18	7	,45.0,18	7
2233,M,1,0,02322,1	2	,118.0,1	2
5103,M,25,0,85024,1	2	,27.0,1	2
2130,F,35,4,19104,18	6	,125.0,18	6
3398,M,25,17,55446,1	4	,66.0,1	4
6040,M,56,1,90210,1	5	,0.0,1	5
1762,M,25,16,97378,1	22	,151.0,1	22
598,M,35,20,94506,1	21	,330.0,1	21
1749,F,35,3,95405,18	15	,152.0,18	15
2975,M,25,12,55443,1	19	,81.0,1	19
1247,F,35,7,78704,18	0	,204.0,18	0
5149,F,1,10,02879,18	11	,26.0,18	11
2743,M,18,12,60640,1	19	,92.0,1	19
4668,F,25,15,02445,18	17	,33.0,18	17
1240,M,35,17,32506,1	4	,205.0,1	4
2659,F,35,9,02879,18	7	,96.0,18	7
2438,F,25,17,48239,18	4	,106.0,18	4
669,M,18,6,30064,1	9	,310.0,1	9
1451,M,25,2,84321,1	20	,183.0,1	20
1261,M,25,14,29609,1	12	,203.0,1	12
3515,M,25,0,37205,1	2	,62.0,1	2
2207,M,25,0,45458,1	2	,120.0,1	2
1953,M,25,17,76028,1	4	,138.0,1	4
5620,M,45,0,33759,1	2	,0.0,1	2
4440,M,35,7,49034,1	0	,37.0,1	0
4,M,56,17,22657,1	4	,1144.0,1	4
2769,M,50,16,97116,1	22	,91.0,1	22
738,M,25,7,94117,1	0	,294.0,1	0
979,M,18,4,33023,1	6	,248.0,1	6
1938,M,18,1,02446,1	5	,139.0,1	5
5693,M,35,11,43209,1	16	,0.0,1	16
552,M,25,12,60068,1	19	,343.0,1	19
1770,M,18,10,48439,1	11	,151.0,1	11
