user,gender,age,occupation,zipcode
2253,F,45,9,13203
5557,F,50,16,13207
5175,F,35,14,13316
4978,F,56,6,06074
3930,M,56,13,13685
4780,M,50,6,13210
4235,M,56,7,49423
4553,M,25,14,94110
4889,M,50,14,95823
5241,F,56,9,13078
4166,M,50,7,13203
4542,F,45,16,01532
3907,F,25,9,49424
1111,F,56,13,13057
5118,M,35,14,06040
3172,M,50,1,13215
3352,F,35,7,06082
3373,F,45,7,01602
5728,M,45,7,94109
1735,M,25,14,94404
5559,F,50,7,13027
489,M,25,1,13210
4758,M,35,0,06108
1580,M,25,3,75150
5357,M,18,18,13045
582,M,25,4,22903
6021,F,35,9,13066
3835,M,50,13,59715
420,F,25,14,95125
5025,M,35,17,62034
5556,F,45,2,01545
3482,F,25,0,06040
3663,M,25,17,32224
5558,M,56,5,06082
767,M,25,16,37922
3221,F,25,6,33076
3587,M,50,18,13126
4478,F,56,3,06040
1967,M,56,13,13123
3466,M,35,6,37923
1316,M,35,7,08021
4701,F,18,0,22102
3852,F,35,11,43201
2506,M,25,0,98122
5659,M,35,17,11355
4499,F,25,16,95687
4069,M,25,4,22901
312,M,45,17,32024
1801,M,18,4,37743
2797,M,18,7,64055
3986,M,50,8,78065
2745,F,56,12,01520
1820,M,35,16,11358
3583,F,45,1,01609
2107,F,35,9,06074
2478,M,56,7,06071
825,F,35,14,01536
5053,M,56,13,01501
5560,F,56,7,06118
1153,M,25,1,49503
4815,M,25,7,22407
4356,M,45,7,01531
5019,M,45,1,53045
4247,F,1,10,06074
327,M,25,0,06096
4182,M,50,7,37938
3719,M,35,7,44306
5642,F,50,9,02865
3197,F,45,9,01520
2366,M,25,17,95035
4073,F,35,14,45243
4813,M,56,0,01606
2367,F,25,14,94010
3412,M,45,17,45255
2395,M,25,2,22903
4971,M,25,4,22902
5903,F,25,4,22903
5032,M,25,4,22903
5080,M,25,4,22903
5882,M,25,4,22901
2500,M,25,4,22903
522,M,25,7,22902
4841,M,25,4,22923
1776,M,35,1,22903
3842,M,45,17,48105
5641,M,50,17,01430
5554,F,45,6,42406
5165,M,35,17,36830
5607,F,35,0,49464
3093,F,45,4,42420
1133,M,25,0,48104
422,M,18,7,10038
3833,M,25,14,03051
3410,M,35,6,37932
5537,M,56,13,37922
5442,M,45,16,01612
2400,M,45,12,37853
4068,M,45,7,01545
188,M,25,7,55429
911,M,18,0,97005
2539,M,35,7,48197
824,M,25,5,48103
465,M,25,0,60656
2220,M,25,7,85040
2386,M,50,7,44313
4013,F,50,1,36067
2844,M,18,4,98117
1139,M,35,1,44303
3016,M,25,7,33916
4719,F,18,4,44106
1087,M,50,6,44333
2179,M,25,15,94303
5604,M,1,10,44224
2178,M,50,1,44240
4024,M,25,4,90048
5818,M,35,18,52001
5322,M,50,13,98683
903,M,25,18,37922
4605,M,25,12,98105
4980,M,25,12,83815
4790,F,25,18,98115
3670,M,50,12,78703
3619,M,45,0,42420
860,M,50,1,37922
4976,F,25,1,23454
4320,F,18,20,94410
2297,M,35,14,03054
4917,F,50,3,37772
3575,M,56,13,90503
304,M,45,5,31901
1106,M,35,14,95746
1883,M,18,12,98105
4803,M,45,7,55438
5819,F,45,2,31804
480,F,35,9,37843
5852,M,25,12,94703
3290,M,35,7,22904
3058,F,45,2,37924
3362,M,45,2,90631
5244,M,18,4,52003
4843,F,18,4,56401
533,M,50,1,37932
2256,F,50,14,37922
2312,M,56,18,70817
4435,M,50,0,36109
2038,M,56,1,29672
3029,M,25,15,37923
5835,M,56,13,49423
2020,M,35,17,19360
897,M,25,7,98115
5014,M,25,7,55405
1510,F,25,14,98225
52,M,25,4,94107
3919,F,35,3,77429
4670,M,25,5,36109
4430,M,25,7,37930
5243,M,25,7,15209
5123,F,45,14,36109
3624,M,56,1,37922
5039,M,56,14,37922
3960,M,45,12,37914
5719,F,45,6,37909
4437,F,35,9,53806
4436,M,25,7,11793
4325,F,45,2,14850
4116,F,56,2,95448
4037,M,35,17,49424
3562,M,18,11,60614
2266,M,25,17,49423
5663,F,56,9,38558
3828,F,35,1,37922
1160,M,56,13,37923
5849,M,35,15,36109
4203,M,56,0,37922
53,F,35,9,95903
5954,M,18,0,42420
5048,F,45,7,52003
4905,F,56,13,37917
2146,F,25,3,49423
5102,F,50,6,37922
3697,F,56,2,03431
3970,M,56,13,37830
418,M,35,11,37620
5308,M,56,13,37923
4493,M,35,7,32444
1198,F,45,6,42420
1299,F,35,5,49424
5355,F,45,13,37922
5354,F,35,0,42420
85,M,45,1,52001
4136,M,56,13,37830
2698,F,56,13,37931
1983,F,35,0,37920
4304,F,35,6,37919
5947,M,56,13,37938
2811,M,50,7,37931
3705,M,25,12,98133
3415,F,25,9,29369
5434,M,25,7,29369
4743,M,25,1,97405
1933,M,56,7,10522
4652,M,25,4,02430
3468,F,18,19,02452
4369,M,56,17,53061
1453,M,18,10,53207
4666,F,45,6,84318
3317,M,25,15,06460
1650,M,18,0,98021
5910,M,45,13,53132
2299,F,35,20,43230
969,M,35,5,34786
1165,M,35,17,94022
725,M,25,0,06451
5201,M,25,17,31311
4346,M,45,0,45248
3235,F,56,14,95005
3471,M,35,17,20151
1894,M,35,14,75005
2802,M,45,16,94536
4775,M,50,6,06511
1806,M,35,7,76248
1260,M,18,17,97030
4401,M,25,7,77099
4714,M,50,7,94107
3508,M,35,15,91411
3507,F,45,1,12538
520,M,25,11,60611
5814,F,25,1,97201
601,M,35,7,19610
5816,F,56,1,94563
2592,M,45,15,64081-8102
4108,M,25,20,46802
5009,M,35,7,55124
4532,F,56,13,78737
1394,M,25,0,19004
872,M,18,4,94044
4492,M,18,1,50310
467,M,50,7,80004-4448
2035,M,56,16,95816
3397,M,35,7,31047
2206,M,18,4,15213
4438,M,50,7,48152
3527,F,50,0,95616
5359,M,25,17,20866
1282,M,25,12,53154
3699,M,25,14,19312
5159,M,35,16,27613
5353,M,45,12,92104
4431,M,25,17,19126
3516,M,25,0,45459
1472,M,35,7,75013
4035,M,50,7,34285
3623,F,56,0,48178
1213,F,25,1,10025
1345,F,50,12,55391
4680,M,45,7,48322
667,M,25,3,07719
4991,F,45,3,94560
5542,M,35,1,92120
5018,M,25,7,15205
4011,M,25,7,21029
4270,M,35,7,02657
3204,F,45,15,60081
5965,F,18,4,53538
2813,M,35,12,95677
1975,M,18,4,47306
1200,M,18,0,46304
4604,F,35,6,27516
4087,M,56,1,30345
710,F,35,0,44313
2081,M,35,7,61910
5606,M,56,1,04056
439,M,25,1,06877
1913,F,25,2,11217
922,M,25,11,15237
4132,F,18,5,78704
2941,F,50,1,14850
4512,M,56,0,43528
4788,F,35,9,07728
866,M,56,1,15701
4255,M,35,0,06403
3850,M,18,12,78750
4254,F,35,20,44303
400,M,25,14,06405
4951,F,25,6,80236
5904,M,35,12,78230
714,M,25,6,19428
3378,M,25,0,33073
483,M,45,17,99005
5863,M,18,15,45215
1037,M,25,7,60657
5521,M,45,17,18049
5480,F,35,11,15116
2614,M,25,17,27707
1655,M,25,16,80126
4389,M,45,7,75080
2647,M,56,14,11779
4511,M,35,20,84010
5307,M,25,7,94109
2790,F,35,9,48336
3825,M,35,7,66224
2191,M,56,13,32837
5800,F,1,10,47403
5036,M,25,7,60115
1771,M,35,14,01060
4373,M,56,17,28704
2810,M,56,13,19312
4460,M,25,17,02021
2043,F,25,4,02215
663,M,35,7,52402
196,M,35,11,98443
2927,M,45,16,63128
5196,F,35,6,08043
1363,F,25,4,94110
2523,M,45,0,24541
889,M,35,6,94598
5805,F,35,12,54220
4070,M,35,7,04096
5966,M,35,7,77040
2327,M,25,4,94110
4715,M,35,18,98664
1118,M,56,20,78731
4787,F,35,7,66204
4555,M,25,6,49707
652,F,18,4,02143
1574,M,25,12,01864
1364,F,25,4,48823
3611,M,18,4,43210
983,M,35,7,60188
1424,F,18,0,19143
1631,M,45,7,02116
6025,M,25,0,85283
5493,M,1,10,08805
2417,M,25,17,54915
2691,M,25,12,27511
5492,M,25,7,24210
1044,M,18,4,06459
2320,F,18,4,14620
2149,M,56,13,72949
3469,M,18,4,90024
3864,M,35,11,46033
5972,M,25,7,24210
4883,F,50,17,87031
4495,F,25,2,10028
2737,F,56,13,74128
1148,M,25,7,30117
3121,M,45,1,60115
5710,M,45,6,65201
3118,M,35,11,52803
4112,M,56,13,72764
5806,M,25,1,27713
5348,F,25,1,27713
5807,M,56,13,24060
5347,M,25,7,44115
5855,F,25,0,60660
5597,M,35,17,94303
5864,F,25,4,01075
3561,F,18,19,33953
5934,M,25,7,96811
5937,M,18,4,96815
3722,F,50,4,96822
5616,F,50,4,96825
5477,M,25,4,96826
2430,F,25,4,96817
2374,M,25,12,98100
5491,M,35,0,20795
5092,M,45,14,19382
5873,M,35,7,22043
3481,F,25,9,28147
1413,F,45,2,27514
4969,M,35,7,30071
2966,M,45,11,02155
3248,M,25,11,60603
3745,M,35,12,27614
5490,M,50,7,17402
1831,M,35,11,48640
877,M,35,7,11050
4312,M,45,17,92805
2640,M,45,17,94002
2496,F,18,4,02912
5872,M,25,7,22903
2763,M,45,12,80303
589,M,25,3,50311
2524,F,50,2,22181
5002,F,35,7,92316
2124,M,45,17,22181
5054,M,25,14,60614
3441,M,25,17,36092
450,M,25,14,72601
6030,M,18,17,53818
1468,F,35,1,30345
3740,M,50,14,50265-2850
1997,F,18,4,90025
1635,M,25,4,85719
3141,M,25,12,10025
1352,F,25,15,91360
1811,F,25,16,28120
773,M,25,15,77006
272,F,50,20,27516
2916,M,50,12,60148
5512,M,35,7,29631
1140,M,18,4,97331
2262,M,25,2,10023
5143,M,56,8,12436
5935,M,25,7,36102
3560,M,56,0,01886
391,M,35,6,80917
4079,M,50,16,63131
6000,F,18,4,48104
558,M,25,7,91403
1267,M,50,7,02420
2753,M,45,7,55016
5871,M,25,0,99163
3137,M,25,17,90210
2195,M,25,7,20170
4243,M,35,1,14260
1348,M,18,1,92037
1690,M,35,17,10025
3147,M,35,2,78766
958,M,25,1,92103
5078,F,18,4,90038
723,M,25,14,22205
51,M,18,4,95326
2572,M,56,13,94025
1685,M,35,7,10040
4616,M,25,17,94133
816,M,35,4,45205
3815,F,18,4,48858
4055,M,45,17,78750
1877,M,50,20,20007
1826,M,56,13,29928
804,M,25,4,60201
2159,M,25,4,60614
2200,M,56,1,90049
2983,M,18,4,90025
2223,M,25,20,85013
4056,M,56,7,10023
2014,M,18,4,02452
60,M,35,7,70116
2118,M,25,2,20036
2768,M,50,13,33710
1337,M,25,14,92104
5008,F,25,7,94043
3266,M,35,20,10038
5608,M,18,0,55404
3300,F,18,4,73070
3206,F,25,3,12866
3433,M,35,20,10036
2705,M,25,7,94022
1662,F,35,0,46234
3085,M,56,19,06040
3635,M,1,10,15208
817,F,35,11,22043
2028,M,56,16,60610
2557,M,25,7,10016
602,F,1,10,64093
3173,M,25,19,94122
2384,M,25,17,60607
5998,M,25,20,55406
1720,M,35,7,02127
3875,M,35,17,60477
5824,M,25,7,60015
3037,M,35,12,53130
984,M,25,12,55106
5867,M,45,14,44122
199,F,35,0,02138
5509,M,18,20,10036
3683,M,50,7,10003
5055,M,25,4,02452
1102,M,18,4,02111
1264,F,25,20,94014
1055,M,35,12,10011
4977,M,25,17,94063
4057,M,18,4,02454
5534,M,45,20,10013
3230,M,35,7,94506
4874,M,25,0,32225
1861,M,25,17,20036
4466,M,25,15,85003
5652,M,35,1,33304
4718,M,35,20,60622
5713,M,25,12,07974
1452,M,18,0,49506
4526,M,18,1,95864
5209,M,25,17,10003
1101,M,25,0,60660
350,M,50,12,98056
2948,M,35,17,30145
5529,F,25,4,78705
3232,M,25,20,87103
4095,M,25,4,74074
3114,F,18,4,91604
1176,M,18,4,10027
1584,M,25,0,47401
1729,M,45,11,94114
5530,M,18,20,94608
5113,F,25,7,94107
2117,M,25,12,98037
3532,M,1,1,444555
826,F,18,4,64151
4534,M,25,4,94102
4127,M,35,11,22030
100,M,25,0,10469
3342,F,1,10,72601
2091,M,18,1,95814
281,M,35,17,20009
4627,M,25,15,06510
3018,M,45,7,55066
2615,F,25,2,27705
4382,F,35,3,11725
2902,F,25,6,21014
1766,M,25,7,53717
5223,M,45,17,15204
1849,M,35,12,94025
5110,M,50,17,07650
2783,M,50,18,95472
5222,F,25,14,98110
487,M,25,20,94014
1331,F,18,4,64093
2596,F,35,20,20036
4870,M,25,2,10013
1594,M,25,17,02149
4568,M,35,1,80687
123,F,50,20,88005
5379,M,18,4,60062
1170,M,18,12,55405
3108,F,25,12,77019
2739,M,18,20,78759
2734,M,18,20,30101
5875,F,50,3,53222
1461,F,18,1,80302
3039,M,18,4,60073
208,M,25,3,66205
695,M,25,14,55438
1540,M,35,3,55104
2171,M,35,7,90069
3896,F,18,4,66044
3176,M,25,4,84064
5874,M,25,1,94025
2761,M,18,4,44130
331,M,25,11,07039
827,M,18,14,60073
2666,M,25,5,97405
2664,M,18,4,02453
367,M,35,14,94133
829,M,18,12,95120
1015,M,25,17,78749
5694,M,25,12,98007
1964,M,25,16,20850
4226,M,25,4,16802
2351,M,35,17,55407
3898,M,35,19,55421
107,F,35,5,12345
5921,M,18,2,74403
7,M,25,7,43228
2371,M,1,19,75602
3903,F,25,4,55455
5388,F,18,4,48104
659,F,35,20,98119
3288,M,25,4,92614
3550,M,25,7,23423
1382,M,45,2,98011
3814,M,25,0,60201
632,M,25,12,98112
2011,M,18,17,88076
5920,M,25,2,55116
2601,M,50,1,53221
3292,M,25,17,52402
5614,M,35,12,44256
4231,F,18,4,94121
5514,F,25,4,23454
902,F,18,2,55118
3730,M,25,12,24060
479,M,25,2,90068
576,M,18,2,60614
5978,M,50,17,45420
1481,M,18,4,16803
5339,M,25,12,55346
2408,M,35,11,32082
204,F,35,20,91324
2579,M,25,0,55126
3839,F,18,4,94122
2879,F,18,4,48103
1495,F,25,0,55345
2019,F,25,15,94901
5178,M,25,0,02143
729,M,35,12,98033
2143,F,50,1,93103
2175,M,35,12,95864
1611,F,18,4,48104
3685,F,35,17,89507
646,M,35,16,92630
2217,F,25,0,02138
4001,M,18,14,48185
4233,M,25,17,98033
4282,M,18,0,72761
3496,F,35,14,94303
1681,M,25,4,06511
3548,M,25,20,23225
4798,M,18,2,11435
2106,M,35,14,92025
5511,M,25,12,50265
3594,M,18,4,48104
4983,M,25,7,91911
3361,M,35,17,06074
5084,M,18,4,48104
4309,M,50,17,91977
380,M,35,3,94109
4554,F,18,4,48104
4104,M,25,17,07030
5430,F,35,4,48103
1340,F,25,4,48104
342,M,25,0,94110
1755,F,18,0,48104
1661,M,25,7,06851
4204,M,18,4,48104
4916,M,25,4,48104
2003,M,25,4,97330
3782,F,18,4,48108
2258,M,18,4,48105
2630,M,35,11,20879
2108,M,18,20,86001
5999,F,18,4,48104
1629,M,35,20,45236
4513,M,35,2,45243
2180,M,45,7,91766
5156,M,45,6,52556
5932,M,25,4,54902
3884,M,18,4,97850
5613,M,25,4,48105
1660,M,18,4,97333
102,M,25,4,24060
4061,M,18,4,15213
4199,F,18,6,92122
2827,M,35,12,97330
1098,M,35,12,45243
3997,M,50,1,48105
4997,M,18,4,14853
3283,M,18,19,12133
656,M,35,5,95008
625,M,25,15,97333
508,M,18,0,63011
1680,F,35,16,45238
4288,F,25,1,45241
2629,M,25,7,33813
3053,M,25,4,55408
757,M,18,4,94704
2041,M,45,11,90028
3269,M,18,15,94606
2472,F,18,4,02138
2701,M,25,17,94133
4018,M,18,4,45750
1994,M,35,0,33174
4834,M,18,4,94403
5427,F,35,3,55112
2885,M,25,12,78759
2818,M,25,1,10003
1700,M,25,12,78660
458,M,45,17,97124
1828,M,35,7,06430
4833,M,56,6,62707
4641,M,18,12,78759
774,F,35,9,85255
155,M,35,0,45242
5226,M,50,12,97330
1679,F,35,7,60302
6006,F,45,15,78750
2405,M,25,17,78730
3808,F,25,7,92108
1400,M,35,17,14302
2029,F,35,0,90004
1341,F,18,4,45750
5615,M,18,4,85719
2635,M,1,10,12701
79,M,18,4,92037
5419,M,35,1,48103
283,M,18,4,48135
15,M,25,0,47303
2425,M,18,4,02906
5500,F,18,1,33143
3360,F,25,7,90230
2303,M,56,13,14843
3588,F,25,2,97333
2490,F,35,2,97401
3662,F,50,3,33611
5671,M,25,8,22046
2952,M,25,4,97333
3502,M,56,1,49042
5996,M,18,2,90069
755,M,35,16,77301
1900,M,45,1,90631
3752,M,1,4,46311
3715,F,25,4,94117
3616,M,18,2,02066
3293,F,50,0,02421
3929,M,35,12,94025
616,M,18,17,94063
3716,M,35,12,10036
1914,F,25,3,55102
314,M,18,4,44056
939,F,25,3,98501
957,M,25,18,10309
2016,F,25,12,55438
2015,M,18,12,55123
4477,M,35,0,75023
4662,F,35,1,92705
4965,M,45,2,29440
3981,M,18,4,03106
3934,M,18,4,03106
4406,M,35,17,90026
966,F,18,4,48135
2894,M,18,4,61801
61,F,25,0,02148
5827,F,35,9,66204
2061,M,18,4,97470
4643,F,18,4,10708
5797,M,25,1,02115
1509,M,50,1,55126
3792,M,25,0,90028
1979,M,25,0,23451
1009,F,25,11,06107
5798,M,35,17,30024
3306,M,18,4,43202
5062,F,35,1,02155
3162,F,25,1,55410
261,M,25,20,55410
509,M,25,7,77252
791,F,35,6,45459
2884,F,50,0,97403
3198,M,25,16,01581
2277,M,25,4,78703
2492,M,18,12,98105
879,F,1,1,90802
4074,F,25,4,87110
3899,M,45,16,93448
3862,M,25,2,90004
3579,F,25,0,19107
3953,M,35,15,98108
1713,F,45,20,89134
4661,M,35,0,30030
1688,F,25,3,06810
1404,F,45,3,38028
4021,F,25,5,10021
3240,M,25,4,55112
2190,M,25,17,20910
3827,F,25,6,91423
899,M,18,15,91101
5183,M,25,12,34170
4660,M,25,20,64112
5331,M,18,17,02118
2271,M,35,12,98166
3617,M,25,0,33142
3576,M,25,17,92656
310,M,50,6,22039
4012,F,25,11,43201
920,M,25,0,10002
2912,M,18,4,56520
1503,M,18,12,98133
4176,M,25,10,55414
3217,M,18,5,65211
4906,M,35,17,48323
3003,M,25,12,98034
4644,M,35,0,83704
231,M,25,0,77025
3393,M,45,1,37027
5204,M,18,4,55414
1040,M,25,2,32118
5886,F,25,7,22209
2247,M,25,2,90401
5488,M,25,12,30337
645,M,25,7,10025
3103,M,25,2,32118
4531,F,25,0,10003
959,M,18,2,10012
462,M,25,7,21117
3770,M,25,7,32835
3709,F,25,2,90036
5387,M,35,7,98467
5885,M,18,4,33720
2891,M,18,4,55455
2377,M,25,15,12345
4601,F,25,4,72801
4598,M,25,11,11217
1532,M,35,17,46229
3769,M,56,13,89128
739,F,25,4,78728
3732,M,25,14,81679
2911,M,25,20,85719
1476,F,50,16,90272
5138,F,25,7,85260
2714,M,18,4,02138
3710,M,25,0,31605
1474,M,25,14,49355
2690,M,18,20,72837
5338,M,18,4,92602
3385,F,25,3,92831
1805,F,25,0,92870
5628,M,18,4,61801
4650,F,25,4,73160
1552,F,25,4,95616
2988,M,25,7,55112
3887,M,35,7,07663
1818,M,25,12,92880
830,M,25,15,15217
1071,F,25,15,15213
5378,M,25,17,77521
3363,M,25,7,55408
4100,M,25,1,08854-3115
47,M,18,15,95616
5377,M,18,12,55118
5481,M,35,7,60611
4433,M,18,4,32607
1407,M,25,2,77056
5425,F,35,5,94546
2617,M,50,0,23518
3406,M,25,0,08461
2074,F,50,3,10128
3050,M,18,12,55408
2809,M,25,12,55317
3101,F,18,14,10018
2956,M,35,16,10014
5913,M,25,17,95129
3830,F,25,6,94132
2123,F,35,5,44313
5889,F,18,20,02125
682,M,25,14,07430
5499,M,25,12,07436
351,M,25,12,12866
2586,M,50,7,60510
2841,F,25,18,21214
3046,M,18,7,55337
4867,M,50,1,92122
5219,M,35,12,32935
5623,M,56,13,55344
407,M,25,16,90292
4819,M,1,17,97062
750,M,25,12,27707
1899,M,18,4,02912
1944,M,25,0,92019
4865,M,25,15,92648
1787,M,18,4,80228
1033,F,18,4,45219
2678,F,18,14,94110
2553,M,25,12,94110
2787,M,18,0,57106
1839,F,25,1,98144
339,M,45,7,35216
2259,F,18,4,24060
1881,M,35,0,90254
4177,M,45,16,80304
1064,F,35,16,80304
2752,M,18,20,44089
2868,M,35,7,60610
620,M,25,14,30342
2971,M,25,0,21555
1873,F,45,0,02115
2832,M,50,16,20015
5973,F,25,17,11215
2333,F,25,1,83705
4649,F,56,7,10019
5044,F,50,13,55447
868,M,35,1,54481
661,F,35,0,92630
3775,M,56,6,48070
2021,F,18,4,54302
3386,M,35,7,54016
4573,M,25,0,19106
5949,M,35,7,10583
3966,M,25,20,10014
12,F,25,14,93428
5622,M,18,0,15237
2213,M,35,4,10027
748,F,25,14,60657
2084,M,25,14,05448
1931,F,56,1,93105
2000,M,35,16,92630
1930,M,25,7,55112
4130,M,35,12,92821
1744,M,50,2,60660
5830,F,1,0,90012
4658,M,18,4,87801
5979,M,18,15,87111
3384,M,35,7,05401
4947,M,35,7,10069
3537,F,25,12,07730
2306,M,18,4,55403
4264,F,50,0,20004
1600,M,50,13,94089
1246,M,25,12,98117
5498,F,18,4,92647
4335,M,18,2,08820
1559,F,35,1,85258
5104,M,35,15,92649
3408,F,25,7,94115
3846,F,25,4,92648
2716,M,25,4,90069
3871,M,35,17,15330
5218,M,50,0,76067
1761,F,35,4,26505
5828,F,35,6,95843
4392,F,25,15,91902
4062,M,25,15,92111
3138,M,25,14,94105
4744,M,45,6,02339
476,F,18,4,95616
1181,M,25,4,44514
360,M,45,20,87505
3324,M,25,14,55391
2455,M,50,11,66048
5931,F,25,1,94536
685,M,25,15,53704
1809,F,25,4,95616
2903,M,25,4,78705
3580,M,25,12,04106
3201,F,18,20,45220
2568,M,18,11,45220
629,F,35,0,92704
34,M,35,0,08330
5829,M,35,7,11201
1821,M,25,20,02062
5912,M,35,7,10028
5826,M,25,20,55391
1990,M,25,17,94107
4357,M,35,7,10014
3813,M,45,15,92880
507,M,25,7,33486
1449,M,25,17,79705
5501,M,45,3,20009
1321,M,35,16,66208
4476,M,25,6,48197
259,M,25,4,44706
5158,F,35,7,80013
5417,M,56,13,27514-3540
5418,M,25,14,94133
3396,M,45,6,95695
2857,M,25,14,90292
5890,F,25,7,27516
27,F,50,6,79410
4407,M,45,14,37343
2926,M,18,4,78749
3327,M,18,18,92123
3297,M,18,14,90292
2683,M,18,4,91325
4897,M,1,10,20876
803,F,25,4,19119
595,M,35,5,19119
932,F,25,2,85719
3143,M,25,17,74074
5415,M,56,17,06405
1642,F,45,5,92649
2632,M,56,20,94708
3978,M,45,14,60045
5456,M,50,6,90640
255,F,18,20,15701-1348
938,M,25,17,20707
3585,M,45,14,12561
172,M,25,4,90039
307,F,18,4,90039
321,M,35,20,90292
614,M,25,7,06516
1573,M,25,12,78731
4474,M,1,19,92557
2612,M,25,4,78705
3404,M,56,13,30047
2309,F,56,13,92308
401,M,25,1,56082
3071,M,35,1,95380
4359,F,18,4,68516
2449,M,35,14,11784
5621,M,35,17,48083
6023,F,35,14,39180
4671,M,45,7,64138
761,M,18,12,91423
1195,M,56,19,91790-1161
2284,M,50,18,72601
5676,F,35,1,47933
2473,F,25,7,06854
3425,M,25,7,06854
1717,M,18,16,29404-2205
2825,M,35,0,09142
5286,M,25,0,10023
394,M,35,17,93436
3158,M,25,4,97214
4514,M,45,16,08053
3337,M,25,17,44118
2260,M,45,16,48097
2078,M,25,20,91730
3949,F,25,5,92705
4238,F,18,4,79912
3805,M,35,0,08902
2104,M,25,7,18655
1136,M,35,7,54016
4237,F,35,7,91362
4053,M,45,16,94546
2186,F,18,4,92054
4197,F,18,0,20815
5081,F,18,5,92870
3145,M,35,0,30533
1207,M,35,17,92688
5411,M,25,7,18615
4888,M,25,1,400060
1094,M,35,7,95031
3401,M,25,18,64055
1209,F,25,1,91790
3541,M,25,20,22936
4101,F,25,0,92646
1823,M,25,4,91790
3259,F,25,0,90212
1222,F,35,9,04046
2600,M,56,13,17033
593,M,50,17,23059
5455,M,35,14,08750
531,M,50,16,10025
3124,M,25,14,55435
4877,M,45,18,14701
1874,M,18,4,92833
501,M,25,2,55405
4973,M,56,13,55118
5416,M,18,16,94709
2627,M,35,5,64801
5383,M,25,4,89193
5945,M,35,16,10803
1612,M,25,17,03570
1347,M,18,4,48135
4928,M,35,1,20037
344,M,50,0,20815
5220,M,25,0,96671
4010,F,1,10,55305
4347,M,56,16,03070
2467,M,35,7,91304
4975,F,25,9,32212
2026,M,18,4,55414
2390,M,18,1,94706
5673,F,25,1,92646
510,M,18,0,13603
1360,F,45,20,02476
14,M,18,4,48135
5033,M,50,6,08108
1284,M,35,12,60563
726,M,35,7,90069
4227,M,25,7,02134
5624,M,25,12,15217
5336,M,25,5,55414
4049,M,18,20,30033
2090,M,25,4,14623
1270,M,25,14,08742
194,M,35,7,76109
762,M,35,20,30306
1300,M,35,5,48342
5380,M,25,8,95380
4624,M,35,14,92084
4453,F,25,7,85214
5997,F,45,5,60050
2657,M,25,17,14830
4274,M,25,4,48127
198,M,35,1,20653
1309,M,18,4,02139
786,M,25,18,85213
2294,F,25,17,92084
823,M,25,17,75146
1683,M,35,7,80129
430,M,25,12,20850
2955,F,18,2,14616
1487,F,18,3,22305
2365,M,45,1,16801
1196,F,25,7,48105
5382,M,45,7,94501
1259,M,25,5,43221
736,M,25,7,84088
3356,M,25,6,92111
435,M,18,20,48135
2542,M,25,20,90046
4754,M,25,14,78267
1656,M,45,1,47933
5060,F,25,7,94602
578,F,45,1,15208
3861,F,45,6,48867
2721,M,25,12,27410
3890,M,18,12,55113
1912,M,18,4,48867
2480,M,45,1,48867
1478,M,35,0,98503
3989,F,25,0,37203
3446,F,25,0,78735
2931,M,18,17,76116
5221,M,56,17,32822
1351,F,25,14,94109
1733,M,18,12,20878
5343,F,35,17,48219
3079,M,50,14,33401
2125,F,35,20,92009
4611,M,25,7,30620
3100,M,25,12,94131
5627,F,18,3,60640
3608,M,25,14,02142
1529,M,25,5,78251
3758,F,25,11,94117
2967,M,25,14,07702
923,M,35,7,07981
712,M,18,0,92122
5821,F,25,0,07701
3882,M,25,17,54401
1959,M,25,20,19083
1711,M,45,0,02131
5381,M,18,4,76266
3006,M,1,4,10012
4543,M,35,0,95409
317,F,25,4,73160
4912,M,25,15,80301
583,F,25,14,78251
3811,M,25,14,45383
4693,M,25,14,94306
3809,M,25,14,55421
3606,M,25,20,94546
348,M,45,17,02176
3302,M,35,17,49887
93,M,18,4,80302
4171,M,25,6,33156
1977,F,35,16,02472
1324,M,35,11,10538
369,M,25,14,33133
627,M,50,0,44126
2079,F,50,1,10024
3834,M,25,7,10019
3030,M,18,4,78626
4502,M,25,0,59405
2009,M,18,4,94122
3531,M,50,17,08043
138,F,45,7,30260
1968,M,18,4,28403
4080,M,25,0,94121
2804,F,18,0,98225
844,M,18,4,60611
6022,M,45,17,80228
3480,M,18,4,60201
1119,M,25,0,74136
82,M,25,16,28542
3718,M,35,7,77005
1819,M,25,17,61350
5035,M,25,1,28607
5936,M,18,4,94608
5505,M,35,5,92867
2866,F,35,2,94109
2791,M,25,17,28052
594,M,25,3,77006
3973,M,35,7,20650
1412,F,35,7,30309
4783,F,18,7,80503
285,M,18,4,59715
1486,M,18,7,02215
3082,F,25,15,55455
3486,M,18,12,80503
104,M,25,0,02472
4942,M,18,4,02151
950,M,18,4,02115
3676,F,18,4,02142
1425,M,50,0,88004
514,M,18,17,02140
987,M,25,16,01890
3296,M,18,12,30318
2801,M,35,3,55042
2381,M,18,4,42101
2466,M,18,12,53713
284,F,18,7,11215
268,F,25,14,11215
884,M,25,0,40515
524,M,25,0,53213
3725,M,18,0,97469
4556,M,35,7,53404
2063,F,25,0,83355
3153,F,18,4,02142
178,M,35,2,62263-3004
4890,M,25,0,53213
3963,M,35,5,41144
1482,F,45,1,97361
5820,M,25,0,77058
3226,F,25,11,55409
2563,F,35,14,10028
